Date,Threat Name,Temperature (°C),Precipitation (mm),Threat Type,Wildlife Affected,Severity
10 March,Overgrazing,16,242,Human Made,Low,9
10 March,Poaching,12,256,Human Made,Medium,2
10 March,Flood,33,556,Natural,High,9
10 March,Lightning,33,603,Natural,High,4
10 March,Lightning,45,690,Natural,Low,9
10 March,Overgrazing,45,68,Human Made,Medium,1
10 March,Fire,9,586,Natural,High,2
10 March,Earthquake,41,434,Natural,Low,9
10 March,Flood,12,210,Natural,Medium,5
10 March,Deforestation,12,499,Human Made,Low,7
10 March,Flood,21,321,Natural,High,6
10 March,Drought,44,188,Natural,Medium,2
10 March,Disease,1,473,Natural,High,1
10 March,Drought,38,80,Natural,High,5
10 March,Earthquake,34,251,Natural,Medium,6
10 March,Poaching,27,230,Human Made,Medium,3
10 March,Earthquake,35,134,Natural,High,6
10 March,Pollution,41,66,Human Made,Low,4
10 March,Disease,9,398,Natural,High,9
10 March,Storm,2,291,Natural,Low,4
10 March,Disease,19,48,Natural,High,4
10 March,Poaching,44,494,Human Made,Low,4
10 March,Landslide,15,223,Natural,High,7
10 March,Disease,43,418,Natural,Medium,10
10 March,Drought,18,214,Natural,High,5
10 March,Fire,24,381,Natural,High,4
10 March,Earthquake,37,521,Natural,High,10
10 March,Storm,34,573,Natural,Medium,3
10 March,Storm,4,679,Natural,High,9
10 March,Fire,17,135,Natural,Medium,5
10 March,Overgrazing,26,555,Human Made,Low,6
10 March,Drought,22,596,Natural,Medium,9
10 March,Earthquake,13,205,Natural,Low,5
10 March,Storm,35,183,Natural,Medium,7
10 March,Earthquake,25,36,Natural,Medium,5
10 March,Poaching,23,122,Human Made,Medium,10
10 March,Landslide,18,477,Natural,Medium,8
10 March,Storm,46,525,Natural,Medium,2
10 March,Landslide,28,124,Natural,High,5
11 March,Overgrazing,6,663,Human Made,Medium,8
11 March,Disease,9,188,Natural,Medium,2
11 March,Disease,22,605,Natural,High,8
11 March,Storm,32,325,Natural,High,4
11 March,Pollution,49,512,Human Made,High,7
11 March,Overgrazing,10,165,Human Made,High,9
11 March,Storm,21,279,Natural,Medium,3
11 March,Fire,4,417,Natural,Low,10
11 March,Flood,15,445,Natural,Medium,5
11 March,Pollution,13,334,Human Made,Medium,10
11 March,Lightning,42,513,Natural,High,8
11 March,Fire,43,175,Natural,High,7
11 March,Lightning,50,539,Natural,Low,4
11 March,Drought,29,504,Natural,Low,4
11 March,Deforestation,44,573,Human Made,Medium,9
11 March,Deforestation,25,411,Human Made,High,2
11 March,Storm,30,374,Natural,High,7
11 March,Drought,1,289,Natural,Low,5
11 March,Disease,9,298,Natural,Low,2
11 March,Deforestation,33,349,Human Made,Medium,7
11 March,Fire,32,674,Natural,High,2
11 March,Landslide,45,345,Natural,Medium,5
11 March,Flood,26,584,Natural,Medium,5
11 March,Deforestation,36,22,Human Made,High,5
11 March,Flood,29,458,Natural,High,6
11 March,Poaching,5,461,Human Made,Low,3
11 March,Pollution,36,304,Human Made,Low,4
11 March,Earthquake,2,461,Natural,Low,7
11 March,Storm,44,679,Natural,Medium,7
11 March,Lightning,5,593,Natural,Medium,4
11 March,Disease,15,459,Natural,High,10
11 March,Storm,6,263,Natural,High,1
11 March,Disease,28,93,Natural,Low,5
11 March,Storm,39,524,Natural,Medium,9
11 March,Fire,2,656,Natural,Low,3
11 March,Overgrazing,3,244,Human Made,Low,9
11 March,Disease,17,370,Natural,Medium,5
11 March,Deforestation,5,564,Human Made,Medium,8
11 March,Landslide,23,541,Natural,Low,6
11 March,Disease,26,329,Natural,Low,1
11 March,Storm,48,509,Natural,Low,1
11 March,Overgrazing,12,404,Human Made,Low,8
11 March,Disease,45,489,Natural,Medium,7
11 March,Disease,34,178,Natural,Medium,7
11 March,Landslide,42,213,Natural,Low,5
11 March,Drought,21,278,Natural,Low,4
11 March,Drought,46,85,Natural,Medium,8
11 March,Poaching,39,582,Human Made,Low,10
11 March,Earthquake,23,563,Natural,High,8
11 March,Drought,17,13,Natural,Medium,3
11 March,Lightning,24,111,Natural,Low,6
11 March,Lightning,39,607,Natural,High,1
11 March,Disease,10,58,Natural,Low,8
11 March,Overgrazing,32,337,Human Made,Medium,3
11 March,Poaching,24,250,Human Made,Low,4
11 March,Lightning,39,256,Natural,Medium,9
11 March,Drought,20,532,Natural,High,7
11 March,Storm,10,691,Natural,High,1
11 March,Drought,27,208,Natural,High,5
11 March,Overgrazing,45,453,Human Made,Low,8
11 March,Fire,40,341,Natural,Medium,8
11 March,Overgrazing,33,19,Human Made,High,3
11 March,Storm,14,239,Natural,Low,7
11 March,Earthquake,36,333,Natural,Low,3
11 March,Deforestation,48,392,Human Made,Low,8
11 March,Deforestation,43,90,Human Made,Low,5
11 March,Storm,14,372,Natural,High,5
11 March,Storm,44,260,Natural,Medium,4
11 March,Landslide,35,541,Natural,High,10
11 March,Flood,10,87,Natural,Low,8
11 March,Disease,20,75,Natural,High,1
11 March,Disease,36,198,Natural,High,5
11 March,Disease,32,75,Natural,Low,1
11 March,Landslide,7,348,Natural,Medium,1
11 March,Deforestation,7,471,Human Made,High,10
11 March,Pollution,18,656,Human Made,High,2
11 March,Pollution,37,473,Human Made,Low,7
11 March,Overgrazing,18,92,Human Made,Low,8
11 March,Landslide,33,442,Natural,Medium,9
11 March,Flood,18,550,Natural,High,9
11 March,Fire,19,146,Natural,Medium,9
11 March,Overgrazing,29,511,Human Made,Medium,7
12 March,Pollution,46,547,Human Made,High,8
12 March,Flood,4,272,Natural,Medium,6
12 March,Deforestation,6,167,Human Made,Medium,6
12 March,Landslide,36,685,Natural,High,10
12 March,Poaching,18,183,Human Made,High,5
12 March,Disease,45,2,Natural,Medium,6
12 March,Lightning,2,688,Natural,High,4
12 March,Deforestation,7,127,Human Made,Medium,6
12 March,Overgrazing,1,433,Human Made,Medium,9
12 March,Flood,2,665,Natural,Medium,8
12 March,Overgrazing,23,600,Human Made,Low,9
12 March,Deforestation,32,653,Human Made,Medium,6
12 March,Overgrazing,44,39,Human Made,High,9
12 March,Pollution,32,109,Human Made,Low,3
12 March,Deforestation,31,514,Human Made,Medium,2
12 March,Fire,47,419,Natural,Low,3
12 March,Deforestation,24,397,Human Made,Low,2
12 March,Storm,24,482,Natural,High,7
12 March,Overgrazing,45,503,Human Made,High,2
12 March,Lightning,7,404,Natural,Low,8
12 March,Disease,25,626,Natural,High,4
12 March,Earthquake,39,61,Natural,Low,1
12 March,Lightning,1,541,Natural,Medium,2
12 March,Drought,15,17,Natural,Low,8
12 March,Disease,43,146,Natural,Medium,5
12 March,Disease,31,608,Natural,Medium,6
12 March,Overgrazing,33,426,Human Made,High,7
12 March,Storm,44,94,Natural,Medium,3
12 March,Earthquake,7,177,Natural,Low,5
12 March,Disease,30,259,Natural,Low,6
12 March,Deforestation,16,178,Human Made,Low,4
12 March,Poaching,42,465,Human Made,High,9
12 March,Storm,5,598,Natural,Low,5
12 March,Flood,16,346,Natural,Low,9
12 March,Deforestation,40,560,Human Made,Medium,10
12 March,Lightning,29,400,Natural,High,9
12 March,Drought,48,116,Natural,Medium,5
12 March,Landslide,49,675,Natural,High,4
12 March,Pollution,31,619,Human Made,Medium,8
12 March,Fire,41,481,Natural,High,2
12 March,Overgrazing,42,129,Human Made,Low,1
12 March,Flood,36,445,Natural,Medium,1
12 March,Earthquake,27,124,Natural,Medium,8
12 March,Storm,38,489,Natural,Low,5
12 March,Earthquake,27,422,Natural,Medium,1
12 March,Flood,42,636,Natural,Low,3
12 March,Storm,41,262,Natural,Medium,2
12 March,Poaching,32,424,Human Made,High,6
12 March,Drought,19,670,Natural,Medium,10
12 March,Lightning,5,242,Natural,Low,7
12 March,Overgrazing,5,468,Human Made,Medium,5
12 March,Storm,1,522,Natural,High,8
12 March,Overgrazing,21,294,Human Made,Low,1
12 March,Poaching,35,659,Human Made,Medium,8
12 March,Drought,40,308,Natural,Low,8
12 March,Drought,11,258,Natural,Medium,3
12 March,Overgrazing,2,223,Human Made,Medium,7
12 March,Lightning,35,517,Natural,Medium,3
12 March,Drought,34,503,Natural,Medium,2
12 March,Disease,48,210,Natural,High,9
12 March,Poaching,1,137,Human Made,High,7
12 March,Fire,47,621,Natural,Medium,3
12 March,Poaching,12,104,Human Made,Medium,5
12 March,Disease,22,601,Natural,High,1
12 March,Overgrazing,26,37,Human Made,Low,8
12 March,Deforestation,42,234,Human Made,High,6
12 March,Drought,5,81,Natural,Low,9
12 March,Deforestation,17,549,Human Made,Low,7
12 March,Fire,39,173,Natural,Low,10
12 March,Flood,19,356,Natural,High,2
12 March,Disease,16,643,Natural,High,3
12 March,Landslide,46,516,Natural,Medium,1
12 March,Poaching,25,164,Human Made,High,9
12 March,Pollution,27,46,Human Made,Medium,2
12 March,Overgrazing,7,55,Human Made,High,8
12 March,Pollution,22,453,Human Made,High,1
12 March,Lightning,3,521,Natural,Low,1
12 March,Poaching,33,406,Human Made,Medium,8
12 March,Drought,28,197,Natural,Medium,2
12 March,Landslide,4,699,Natural,Medium,2
12 March,Pollution,4,1,Human Made,High,7
12 March,Disease,31,280,Natural,Medium,3
13 March,Poaching,48,562,Human Made,Medium,6
13 March,Earthquake,25,178,Natural,Low,8
13 March,Flood,42,688,Natural,Medium,6
13 March,Earthquake,43,641,Natural,High,10
13 March,Earthquake,35,97,Natural,Low,1
13 March,Earthquake,5,400,Natural,High,9
13 March,Lightning,4,279,Natural,Medium,9
13 March,Pollution,29,264,Human Made,Low,8
13 March,Lightning,30,670,Natural,Low,9
13 March,Fire,8,325,Natural,Medium,6
13 March,Earthquake,35,136,Natural,Medium,7
13 March,Fire,33,274,Natural,Low,1
13 March,Overgrazing,29,506,Human Made,Low,1
13 March,Deforestation,39,271,Human Made,Medium,4
13 March,Disease,35,395,Natural,High,1
13 March,Drought,47,543,Natural,Low,3
13 March,Deforestation,46,612,Human Made,Medium,3
13 March,Storm,8,393,Natural,High,1
13 March,Pollution,44,359,Human Made,Medium,4
13 March,Deforestation,2,542,Human Made,High,3
13 March,Storm,19,2,Natural,High,2
13 March,Drought,18,601,Natural,Medium,7
13 March,Flood,20,26,Natural,Medium,10
13 March,Earthquake,2,277,Natural,High,1
13 March,Lightning,18,168,Natural,High,9
13 March,Lightning,37,233,Natural,Medium,5
13 March,Drought,17,279,Natural,High,7
13 March,Landslide,10,659,Natural,High,3
13 March,Fire,34,316,Natural,High,7
13 March,Overgrazing,37,180,Human Made,Medium,4
13 March,Fire,6,449,Natural,Medium,9
13 March,Lightning,31,18,Natural,Medium,10
13 March,Earthquake,8,249,Natural,Low,4
13 March,Disease,46,374,Natural,Low,1
13 March,Poaching,1,165,Human Made,High,10
13 March,Drought,24,639,Natural,High,2
13 March,Overgrazing,4,257,Human Made,Medium,8
13 March,Poaching,42,286,Human Made,Low,9
13 March,Storm,38,209,Natural,Low,2
13 March,Lightning,16,623,Natural,Low,7
13 March,Fire,42,121,Natural,High,9
13 March,Drought,39,370,Natural,Medium,3
13 March,Earthquake,50,122,Natural,High,2
13 March,Flood,39,256,Natural,High,7
13 March,Lightning,17,159,Natural,High,3
13 March,Drought,43,344,Natural,Medium,9
13 March,Storm,26,530,Natural,Medium,10
13 March,Deforestation,42,272,Human Made,Medium,2
13 March,Storm,27,644,Natural,Low,9
13 March,Lightning,21,320,Natural,High,8
13 March,Poaching,42,677,Human Made,Low,10
13 March,Fire,33,534,Natural,High,10
13 March,Fire,17,138,Natural,Medium,10
13 March,Poaching,14,571,Human Made,Low,1
13 March,Earthquake,31,502,Natural,High,9
13 March,Deforestation,26,83,Human Made,Low,10
13 March,Overgrazing,28,488,Human Made,High,6
13 March,Fire,19,209,Natural,High,9
13 March,Poaching,42,258,Human Made,Low,10
13 March,Lightning,36,341,Natural,Medium,6
13 March,Disease,44,274,Natural,High,6
13 March,Disease,20,672,Natural,High,5
13 March,Pollution,7,649,Human Made,Medium,6
13 March,Lightning,33,344,Natural,Low,3
13 March,Earthquake,24,3,Natural,Medium,2
13 March,Lightning,23,444,Natural,High,7
13 March,Deforestation,18,262,Human Made,Medium,2
13 March,Storm,18,532,Natural,High,9
13 March,Deforestation,9,152,Human Made,High,5
13 March,Lightning,42,40,Natural,Low,9
13 March,Storm,21,531,Natural,Low,10
13 March,Landslide,39,475,Natural,Medium,2
13 March,Earthquake,20,20,Natural,Low,2
13 March,Flood,35,339,Natural,Medium,9
13 March,Fire,21,698,Natural,High,1
13 March,Drought,22,349,Natural,Medium,8
13 March,Lightning,9,239,Natural,High,7
13 March,Landslide,13,471,Natural,Medium,8
13 March,Flood,1,467,Natural,Medium,2
13 March,Lightning,11,355,Natural,High,2
13 March,Earthquake,16,517,Natural,Medium,2
13 March,Landslide,46,671,Natural,Medium,1
14 March,Poaching,22,401,Human Made,High,2
14 March,Disease,11,364,Natural,Low,10
14 March,Deforestation,2,377,Human Made,High,4
14 March,Drought,50,348,Natural,Low,9
14 March,Lightning,9,527,Natural,Medium,5
14 March,Landslide,4,591,Natural,High,10
14 March,Disease,2,202,Natural,Medium,3
14 March,Storm,25,160,Natural,High,5
14 March,Earthquake,4,272,Natural,Medium,5
14 March,Drought,50,101,Natural,Medium,1
14 March,Poaching,24,655,Human Made,High,9
14 March,Poaching,29,469,Human Made,Low,3
14 March,Overgrazing,28,362,Human Made,Medium,4
14 March,Landslide,49,642,Natural,Low,7
14 March,Pollution,10,669,Human Made,Medium,7
14 March,Earthquake,27,663,Natural,Low,2
14 March,Disease,38,597,Natural,Medium,6
14 March,Drought,7,301,Natural,Medium,8
14 March,Drought,27,604,Natural,Medium,4
14 March,Pollution,31,676,Human Made,Low,9
14 March,Overgrazing,1,261,Human Made,High,3
14 March,Lightning,15,524,Natural,Medium,2
14 March,Landslide,18,198,Natural,Low,8
14 March,Poaching,14,335,Human Made,Medium,7
14 March,Lightning,30,131,Natural,Low,4
14 March,Fire,50,542,Natural,Medium,6
14 March,Storm,13,169,Natural,Medium,1
14 March,Pollution,20,201,Human Made,Medium,10
14 March,Earthquake,27,689,Natural,High,2
14 March,Disease,27,384,Natural,Low,1
14 March,Fire,16,515,Natural,High,5
14 March,Landslide,32,344,Natural,Medium,9
14 March,Pollution,16,409,Human Made,Low,8
14 March,Poaching,6,226,Human Made,Low,2
14 March,Landslide,16,186,Natural,Medium,7
14 March,Overgrazing,9,531,Human Made,Low,9
14 March,Overgrazing,44,657,Human Made,Low,7
14 March,Disease,21,341,Natural,Low,10
14 March,Disease,24,365,Natural,Medium,7
14 March,Flood,36,245,Natural,Medium,6
14 March,Drought,35,483,Natural,High,10
14 March,Landslide,10,405,Natural,Low,3
14 March,Landslide,21,224,Natural,Medium,4
14 March,Drought,12,315,Natural,High,2
14 March,Pollution,18,347,Human Made,High,8
14 March,Deforestation,11,388,Human Made,Medium,10
14 March,Landslide,24,412,Natural,High,6
14 March,Storm,29,223,Natural,Medium,3
14 March,Lightning,29,407,Natural,High,4
14 March,Disease,16,366,Natural,Low,5
14 March,Disease,3,575,Natural,High,4
14 March,Drought,46,617,Natural,High,1
14 March,Storm,7,656,Natural,Medium,2
14 March,Poaching,7,410,Human Made,Medium,1
14 March,Storm,20,504,Natural,Medium,9
14 March,Poaching,50,369,Human Made,Low,8
14 March,Pollution,43,20,Human Made,High,2
14 March,Drought,10,224,Natural,Medium,7
14 March,Flood,3,402,Natural,Low,5
14 March,Storm,13,359,Natural,Low,6
14 March,Flood,10,553,Natural,Medium,7
14 March,Disease,44,402,Natural,Low,4
14 March,Lightning,28,536,Natural,High,9
14 March,Poaching,38,246,Human Made,Low,10
14 March,Fire,2,384,Natural,Low,3
14 March,Poaching,21,475,Human Made,Low,4
14 March,Deforestation,36,205,Human Made,High,10
14 March,Fire,50,96,Natural,Medium,4
14 March,Earthquake,9,213,Natural,Low,7
14 March,Fire,4,115,Natural,Medium,7
14 March,Poaching,16,468,Human Made,High,3
14 March,Earthquake,22,272,Natural,Low,4
14 March,Flood,50,389,Natural,High,9
14 March,Disease,28,28,Natural,High,1
14 March,Disease,38,295,Natural,Low,4
14 March,Storm,37,151,Natural,High,10
14 March,Overgrazing,15,247,Human Made,High,10
14 March,Storm,34,333,Natural,Low,3
14 March,Drought,6,209,Natural,Medium,9
14 March,Fire,9,309,Natural,Low,10
14 March,Storm,14,686,Natural,High,5
14 March,Landslide,4,142,Natural,Medium,8
15 March,Poaching,44,224,Human Made,High,4
15 March,Disease,26,234,Natural,Low,9
15 March,Fire,23,139,Natural,Medium,8
15 March,Overgrazing,22,293,Human Made,Medium,3
15 March,Fire,13,97,Natural,Low,3
15 March,Deforestation,19,25,Human Made,Low,9
15 March,Fire,50,508,Natural,Medium,1
15 March,Disease,23,100,Natural,Low,9
15 March,Earthquake,45,538,Natural,High,4
15 March,Lightning,13,226,Natural,Low,1
15 March,Poaching,43,679,Human Made,High,5
15 March,Deforestation,3,322,Human Made,Low,4
15 March,Drought,31,18,Natural,Low,10
15 March,Landslide,28,54,Natural,Medium,10
15 March,Pollution,15,284,Human Made,Low,4
15 March,Lightning,43,670,Natural,Low,6
15 March,Deforestation,25,550,Human Made,Medium,8
15 March,Fire,47,399,Natural,Medium,9
15 March,Storm,40,94,Natural,Low,8
15 March,Fire,34,660,Natural,Medium,6
15 March,Pollution,45,567,Human Made,Medium,2
15 March,Earthquake,43,273,Natural,Medium,3
15 March,Flood,38,423,Natural,Low,4
15 March,Storm,13,312,Natural,Low,2
15 March,Earthquake,50,115,Natural,Medium,2
15 March,Pollution,18,300,Human Made,Medium,3
15 March,Overgrazing,27,590,Human Made,Low,6
15 March,Storm,18,47,Natural,High,7
15 March,Lightning,33,104,Natural,Medium,2
15 March,Flood,47,141,Natural,High,8
15 March,Lightning,7,27,Natural,High,9
15 March,Overgrazing,43,364,Human Made,High,6
15 March,Overgrazing,47,362,Human Made,Low,9
15 March,Earthquake,24,352,Natural,Low,4
15 March,Disease,33,110,Natural,High,7
15 March,Lightning,36,635,Natural,Medium,3
15 March,Drought,29,694,Natural,Medium,5
15 March,Earthquake,25,367,Natural,Low,2
15 March,Lightning,21,598,Natural,Medium,6
15 March,Drought,23,225,Natural,Medium,9
15 March,Storm,9,423,Natural,Low,6
15 March,Deforestation,46,37,Human Made,High,8
15 March,Fire,37,9,Natural,Medium,6
15 March,Fire,7,471,Natural,High,2
15 March,Landslide,49,293,Natural,Medium,5
15 March,Landslide,23,68,Natural,Low,7
15 March,Disease,30,30,Natural,Low,2
15 March,Earthquake,50,433,Natural,High,1
15 March,Landslide,40,563,Natural,High,2
15 March,Disease,8,624,Natural,High,7
15 March,Landslide,35,411,Natural,Low,5
15 March,Earthquake,24,277,Natural,Medium,3
15 March,Poaching,1,501,Human Made,Medium,6
15 March,Lightning,12,166,Natural,Medium,6
15 March,Fire,21,210,Natural,High,9
15 March,Lightning,21,514,Natural,High,8
15 March,Pollution,25,440,Human Made,High,9
15 March,Pollution,4,299,Human Made,High,4
15 March,Pollution,11,665,Human Made,Low,4
15 March,Fire,8,52,Natural,Low,7
15 March,Storm,25,544,Natural,Low,8
15 March,Flood,30,649,Natural,Medium,3
15 March,Overgrazing,23,225,Human Made,High,2
15 March,Disease,16,110,Natural,Medium,5
15 March,Landslide,38,166,Natural,Low,9
15 March,Earthquake,14,77,Natural,Medium,10
15 March,Poaching,35,245,Human Made,Medium,8
15 March,Flood,29,82,Natural,Medium,6
15 March,Poaching,2,129,Human Made,Medium,1
15 March,Poaching,9,231,Human Made,High,4
15 March,Fire,29,658,Natural,Low,3
15 March,Flood,44,303,Natural,Medium,1
15 March,Lightning,11,101,Natural,Low,7
15 March,Lightning,1,25,Natural,Medium,3
15 March,Earthquake,45,654,Natural,Low,9
15 March,Storm,8,679,Natural,Medium,10
15 March,Disease,46,15,Natural,High,5
15 March,Flood,11,410,Natural,High,2
15 March,Storm,45,372,Natural,Medium,5
15 March,Drought,38,215,Natural,Medium,7
15 March,Drought,43,289,Natural,Medium,3
15 March,Landslide,41,47,Natural,High,5
16 March,Fire,38,303,Natural,High,8
16 March,Flood,41,500,Natural,Low,6
16 March,Drought,32,316,Natural,Medium,1
16 March,Storm,37,381,Natural,Low,6
16 March,Overgrazing,43,224,Human Made,High,4
16 March,Landslide,2,603,Natural,Medium,1
16 March,Poaching,8,290,Human Made,Low,9
16 March,Storm,30,171,Natural,High,2
16 March,Deforestation,24,65,Human Made,High,5
16 March,Drought,13,221,Natural,High,7
16 March,Fire,43,295,Natural,High,8
16 March,Disease,15,642,Natural,Medium,3
16 March,Lightning,41,9,Natural,High,2
16 March,Poaching,27,444,Human Made,Medium,7
16 March,Overgrazing,49,294,Human Made,Low,10
16 March,Pollution,14,292,Human Made,Medium,9
16 March,Disease,16,113,Natural,Medium,3
16 March,Pollution,17,652,Human Made,Medium,4
16 March,Fire,10,376,Natural,High,8
16 March,Drought,38,689,Natural,Low,5
16 March,Fire,32,511,Natural,High,8
16 March,Overgrazing,2,39,Human Made,High,3
16 March,Fire,43,700,Natural,Low,4
16 March,Overgrazing,41,691,Human Made,Medium,4
16 March,Lightning,44,158,Natural,High,1
16 March,Flood,19,502,Natural,Medium,9
16 March,Overgrazing,17,165,Human Made,Medium,4
16 March,Earthquake,5,545,Natural,Medium,2
16 March,Deforestation,8,186,Human Made,Medium,6
16 March,Pollution,45,94,Human Made,High,5
16 March,Disease,17,517,Natural,Low,3
16 March,Fire,14,606,Natural,High,3
16 March,Lightning,30,451,Natural,Low,6
16 March,Deforestation,28,325,Human Made,High,3
16 March,Deforestation,28,555,Human Made,Low,8
16 March,Overgrazing,37,681,Human Made,Medium,1
16 March,Poaching,29,566,Human Made,Medium,2
16 March,Pollution,9,223,Human Made,Low,1
16 March,Storm,26,314,Natural,Medium,5
16 March,Overgrazing,1,233,Human Made,Medium,2
16 March,Disease,40,194,Natural,High,8
16 March,Deforestation,2,665,Human Made,Medium,4
16 March,Disease,30,41,Natural,High,7
16 March,Earthquake,9,295,Natural,Medium,8
16 March,Flood,36,621,Natural,Low,2
16 March,Disease,5,573,Natural,High,8
16 March,Earthquake,1,282,Natural,Medium,10
16 March,Overgrazing,27,429,Human Made,High,2
16 March,Earthquake,10,599,Natural,Medium,1
16 March,Storm,17,689,Natural,Medium,9
16 March,Earthquake,39,426,Natural,Medium,2
16 March,Drought,2,592,Natural,High,8
16 March,Pollution,13,304,Human Made,Medium,9
16 March,Storm,41,46,Natural,Medium,4
16 March,Poaching,5,89,Human Made,High,6
16 March,Storm,31,208,Natural,Medium,9
16 March,Earthquake,22,130,Natural,Low,5
16 March,Disease,1,342,Natural,High,2
16 March,Drought,40,574,Natural,High,8
16 March,Poaching,48,532,Human Made,Medium,4
16 March,Drought,5,416,Natural,Low,6
16 March,Flood,12,388,Natural,Medium,4
16 March,Flood,15,77,Natural,Medium,10
16 March,Poaching,26,167,Human Made,Medium,9
16 March,Earthquake,39,152,Natural,Low,7
16 March,Lightning,36,230,Natural,Medium,5
16 March,Pollution,27,67,Human Made,Low,6
16 March,Drought,4,1,Natural,Low,5
16 March,Flood,1,522,Natural,High,6
16 March,Disease,29,203,Natural,High,9
16 March,Landslide,12,589,Natural,High,5
16 March,Flood,32,2,Natural,Medium,4
16 March,Landslide,38,49,Natural,Low,10
16 March,Poaching,3,679,Human Made,High,6
16 March,Storm,26,474,Natural,Low,9
16 March,Storm,1,403,Natural,Medium,2
16 March,Disease,49,690,Natural,Medium,6
16 March,Deforestation,28,319,Human Made,High,10
16 March,Fire,22,668,Natural,High,8
16 March,Overgrazing,48,578,Human Made,Medium,1
16 March,Poaching,24,700,Human Made,High,7
16 March,Lightning,33,190,Natural,Low,6
17 March,Storm,43,211,Natural,High,2
17 March,Fire,4,463,Natural,Low,1
17 March,Poaching,33,455,Human Made,Low,1
17 March,Flood,6,290,Natural,Low,3
17 March,Poaching,12,501,Human Made,Low,4
17 March,Storm,23,10,Natural,Medium,8
17 March,Landslide,20,230,Natural,High,5
17 March,Flood,13,629,Natural,Medium,8
17 March,Pollution,1,630,Human Made,High,7
17 March,Lightning,26,40,Natural,Medium,8
17 March,Lightning,21,618,Natural,High,6
17 March,Landslide,23,5,Natural,High,2
17 March,Landslide,38,177,Natural,Medium,2
17 March,Landslide,39,496,Natural,Medium,4
17 March,Landslide,6,45,Natural,Medium,1
17 March,Fire,14,100,Natural,High,5
17 March,Flood,33,372,Natural,High,3
17 March,Flood,27,600,Natural,Medium,8
17 March,Fire,38,685,Natural,Low,5
17 March,Pollution,30,134,Human Made,High,10
17 March,Flood,43,543,Natural,High,9
17 March,Disease,42,373,Natural,High,5
17 March,Overgrazing,45,192,Human Made,Medium,5
17 March,Drought,37,483,Natural,High,8
17 March,Overgrazing,50,216,Human Made,High,9
17 March,Pollution,39,23,Human Made,Low,3
17 March,Landslide,21,142,Natural,Low,2
17 March,Earthquake,9,7,Natural,High,8
17 March,Earthquake,44,41,Natural,Low,2
17 March,Lightning,32,249,Natural,Medium,10
17 March,Disease,13,74,Natural,Medium,6
17 March,Pollution,47,577,Human Made,Low,7
17 March,Lightning,34,166,Natural,High,8
17 March,Fire,48,387,Natural,High,2
17 March,Poaching,17,100,Human Made,Low,8
17 March,Deforestation,8,203,Human Made,Medium,8
17 March,Disease,13,646,Natural,Medium,2
17 March,Storm,22,504,Natural,High,8
17 March,Landslide,9,310,Natural,Low,8
17 March,Poaching,16,418,Human Made,Low,5
17 March,Earthquake,44,367,Natural,High,1
17 March,Flood,19,480,Natural,High,2
17 March,Landslide,42,610,Natural,Low,9
17 March,Pollution,25,491,Human Made,High,8
17 March,Storm,48,412,Natural,Medium,1
17 March,Earthquake,50,107,Natural,Medium,6
17 March,Earthquake,23,515,Natural,Medium,2
17 March,Storm,38,358,Natural,High,6
17 March,Poaching,33,35,Human Made,High,9
17 March,Landslide,33,354,Natural,High,4
17 March,Overgrazing,5,687,Human Made,High,9
17 March,Landslide,19,635,Natural,Medium,2
17 March,Storm,35,243,Natural,Low,8
17 March,Overgrazing,2,296,Human Made,High,3
17 March,Storm,20,155,Natural,High,8
17 March,Pollution,4,301,Human Made,Low,6
17 March,Lightning,23,186,Natural,Low,9
17 March,Disease,26,27,Natural,Low,9
17 March,Disease,40,90,Natural,Medium,1
17 March,Storm,49,476,Natural,High,5
17 March,Deforestation,50,546,Human Made,Low,2
17 March,Lightning,14,184,Natural,Low,2
17 March,Earthquake,2,340,Natural,Low,1
17 March,Pollution,11,488,Human Made,Medium,3
17 March,Landslide,22,448,Natural,Medium,1
17 March,Disease,32,446,Natural,High,8
17 March,Deforestation,43,28,Human Made,Medium,3
17 March,Poaching,41,620,Human Made,Low,8
17 March,Lightning,11,358,Natural,Medium,7
17 March,Storm,27,67,Natural,High,4
17 March,Drought,39,480,Natural,Medium,9
17 March,Earthquake,2,478,Natural,Low,3
17 March,Storm,6,207,Natural,Medium,2
17 March,Disease,27,73,Natural,Medium,7
17 March,Deforestation,10,39,Human Made,Low,1
17 March,Pollution,11,642,Human Made,Low,2
17 March,Landslide,33,147,Natural,Low,9
17 March,Overgrazing,4,575,Human Made,Low,2
17 March,Poaching,41,620,Human Made,High,2
17 March,Poaching,7,580,Human Made,Low,10
17 March,Flood,50,228,Natural,High,1
17 March,Lightning,18,632,Natural,High,7
18 March,Pollution,4,622,Human Made,Low,3
18 March,Poaching,19,548,Human Made,High,6
18 March,Pollution,5,541,Human Made,Low,9
18 March,Fire,1,266,Natural,Medium,7
18 March,Disease,25,341,Natural,Medium,6
18 March,Disease,21,248,Natural,Low,5
18 March,Landslide,19,541,Natural,Low,4
18 March,Pollution,30,625,Human Made,High,3
18 March,Drought,44,161,Natural,Low,8
18 March,Landslide,8,606,Natural,Medium,6
18 March,Drought,49,18,Natural,Medium,9
18 March,Drought,39,486,Natural,Medium,8
18 March,Drought,32,396,Natural,Low,8
18 March,Disease,28,336,Natural,High,2
